label,pattern
extra_floral_nectary_term,extra floral nectaries
extra_floral_nectary_term,extra floral nectary
extra_floral_nectary_term,extra-floral nectaries
extra_floral_nectary_term,extra-floral nectary
extra_floral_nectary_term,extrafloral nectaries
extra_floral_nectary_term,extrafloral nectary
